title,release_date,rating,ratings_count,added,genres,tags,developers
Sid Meier’s Civilization VI,2016-10-20,4.16,1414,7449,Strategy|Simulation,Singleplayer|Steam Achievements|Multiplayer|steam-trading-cards|Great Soundtrack|Co-op|Open World|Online Co-Op|Tactical|Steam Workshop|Moddable|War|Turn-Based|Historical|Memes|Turn-Based Strategy|Cartoony|Cartoon|Grand Strategy|4X,
Assassin’s Creed III,2012-10-30,3.75,2166,7423,Action,Singleplayer|Multiplayer|Atmospheric|Story Rich|Open World|Third Person|Partial Controller Support|Sandbox|Stealth|Action-Adventure|Controller|Historical|Parkour|Assassin|America|Alternate History|Conspiracy|Hunting,
Trine 2: Complete Story,2013-06-05,3.72,896,7423,Action|Indie|Puzzle|Platformer,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Co-op|cooperative|2D|Online Co-Op|Fantasy|Split Screen|Local Co-Op|Local Multiplayer|Steam Workshop|Cross-Platform Multiplayer|Includes level editor|controller support|Physics|Medieval|3D Vision,
Kingdom Come: Deliverance,2018-02-13,4.04,1439,7416,Action|Adventure|RPG,Singleplayer|Steam Achievements|Full controller support|Atmospheric|Great Soundtrack|RPG|Story Rich|Open World|First-Person|Choices Matter|Realistic|Historical|Medieval|Kickstarter|Choose Your Own Adventure|CRPG|Swordplay|Crowdfunded|Horses|Einzelspieler|Steam-Errungenschaften|Volle Controllerunterstützung,
Viscera Cleanup Detail: Shadow Warrior,2013-09-26,2.59,578,7412,Action|Simulation|Indie,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Co-op|cooperative|First-Person|FPS|Funny|Gore|Comedy|Split Screen|3D Vision|Blood,
SOMA,2015-09-21,4.16,1435,7400,Action|Adventure|Indie,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|First-Person|Sci-fi|Horror|Gore|Survival|Stealth|Steam Workshop|Moddable|Survival Horror|Walking Simulator|Robots|Underwater,
Red Dead Redemption,2010-05-18,4.42,2171,7358,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Atmospheric|Great Soundtrack|Story Rich|Open World|Third Person|Gore|Classic|Action-Adventure|Third-Person Shooter|Zombies|Nudity|3D|combat|Sexual Content|Blood|Narration|Family Sharing|Western|shoot|HDR available|waves|nightmare|clone,
This War of Mine,2014-11-14,4.06,1239,7348,Adventure|Simulation|Indie,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Open World|2D|Difficult|Survival|Stealth|Steam Workshop|Point & Click|War|Post-apocalyptic|Choices Matter|Crafting|Side Scroller|Roguelike|2.5D,
Watch Dogs 2,2016-11-28,3.84,1761,7336,Action|Adventure,Singleplayer|Multiplayer|Atmospheric|Co-op|Open World|cooperative|Third Person|Partial Controller Support|Gore|Comedy|Stealth|Third-Person Shooter|Cute|Mature|Parkour|Sexual Content|Crime|Illuminati|Hacking|first person mod,
Thief,2014-02-25,3.26,1274,7334,Action|Adventure,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|RPG|Open World|First-Person|Horror|FPS|Fantasy|Steam Leaderboards|Stealth|Dark|Nudity|Medieval|Parkour|3D Vision|Steampunk|Assassin|Heist,
The Last of Us Part II,2020-06-19,4.41,1951,7332,Action|Shooter|Adventure,Singleplayer|Atmospheric|Survival|Violent|Stealth|Action-Adventure|exclusive|3rd-Person Perspective|Blood|America|LGBTQ+|Role Playing Game,
Call of Juarez: Gunslinger,2013-05-14,3.8,840,7328,Action|Shooter,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|First-Person|FPS|Funny|Gore|Steam Leaderboards|Comedy|Historical|Linear|Narration|Alternate History|Western|Bullet Time|Dynamic Narration,
Grand Theft Auto III,2001-10-22,4.15,1627,7281,Action|Shooter,Singleplayer|Multiplayer|Atmospheric|Great Soundtrack|Story Rich|Open World|Third Person|Partial Controller Support|Classic|Sandbox|Violent|Third-Person Shooter|Moddable|Mature|Crime|Driving|Silent Protagonist|Satire|first person mod,
Killing Floor,2009-05-14,3.45,852,7263,Action,Singleplayer|Steam Achievements|Multiplayer|steam-trading-cards|Great Soundtrack|Co-op|cooperative|First-Person|Horror|FPS|Online Co-Op|Gore|Difficult|Survival|Comedy|stats|Steam Workshop|Cross-Platform Multiplayer|Zombies|Includes level editor|Moddable|Survival Horror|exclusive|Team-Based|Valve Anti-Cheat enabled|true exclusive|Class-Based,
Wolfenstein II: The New Colossus,2017-10-25,4.09,1758,7261,Action|Shooter,Singleplayer|Atmospheric|Great Soundtrack|Story Rich|Open World|First-Person|Sci-fi|Horror|FPS|Gore|Comedy|Violent|Stealth|Nudity|Dystopian|World War II|Illuminati|Heist|Alternate History|Einzelspieler|Steam-Errungenschaften|Volle Controllerunterstützung,
Dead Cells,2018-08-07,4.24,1727,7254,Action|RPG|Indie|Platformer,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|Great Soundtrack|RPG|2D|Difficult|Pixel Graphics|Early Access|Hack and Slash|Replay Value|Side Scroller|Roguelike|Metroidvania|Roguelite|Procedural Generation|Perma Death,
Shadowrun Returns,2013-07-24,3.5,730,7254,RPG|Strategy|Indie,Singleplayer|Atmospheric|RPG|Story Rich|Sci-fi|Fantasy|Female Protagonist|Tactical|Includes level editor|Moddable|Turn-Based|Isometric|Turn-Based Strategy|Cyberpunk|Dystopian|Kickstarter|CRPG|Crowdfunded,
Call of Duty: Black Ops III,2015-11-06,3.28,1493,7240,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Atmospheric|Great Soundtrack|Co-op|Story Rich|Open World|cooperative|First-Person|Sci-fi|FPS|Gore|Steam Leaderboards|Steam Workshop|Zombies|Futuristic|Parkour|Valve Anti-Cheat enabled|Robots|battle|Illuminati|Quick-Time Events,
"Papers, Please",2013-08-08,4.38,1755,7231,Simulation|Educational|Indie|Puzzle,Singleplayer|Steam Achievements|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|2D|Difficult|Steam Leaderboards|Pixel Graphics|stats|Retro|Point & Click|War|Replay Value|Multiple Endings|Dystopian|Surreal|Political|work|historical-fiction,
Divinity: Original Sin 2,2017-09-14,4.38,1648,7191,RPG|Strategy,Singleplayer|Multiplayer|Full controller support|Steam Cloud|Atmospheric|Great Soundtrack|RPG|Co-op|Story Rich|Open World|cooperative|Online Co-Op|Fantasy|Female Protagonist|Online multiplayer|Split Screen|Local Co-Op|Local Multiplayer|Early Access|role-playing|Character Customization|Turn-Based|Isometric|achievements|Turn-Based Combat|Turn-Based Tactics|CRPG|in development,
The Last Of Us,2013-06-14,4.54,3312,7187,Action|Adventure,exclusive,
Magicka,2011-01-25,3.8,1090,7185,Action|RPG,Singleplayer|Steam Achievements|Multiplayer|Full controller support|steam-trading-cards|RPG|Co-op|cooperative|Online Co-Op|Fantasy|Funny|Difficult|Steam Leaderboards|Comedy|Split Screen|Local Co-Op|Action RPG|Local Multiplayer|Team-Based|Magic|4 Player Local,
Quake Champions,2017-08-22,3.26,1016,7180,Action|Shooter,Steam Achievements|Multiplayer|First-Person|Horror|FPS|Gore|Difficult|Violent|Free to Play|Online multiplayer|Early Access|exclusive|Fast-Paced|true exclusive|Arena Shooter|e-sports,
Darksiders Warmastered Edition,2016-11-29,3.68,934,7177,Action|RPG,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|steam-trading-cards|RPG|Open World|Third Person|Fantasy|Gore|Difficult|Violent|Hack and Slash|Post-apocalyptic|Dark Fantasy|Metroidvania|Remake|Demons,
Lara Croft and the Temple of Osiris,2014-12-08,3.09,650,7174,Action|Adventure|Puzzle,Singleplayer|Steam Achievements|Multiplayer|Full controller support|RPG|Co-op|cooperative|Third Person|Online Co-Op|Steam Leaderboards|Female Protagonist|Split Screen|Local Co-Op|Hack and Slash|Isometric|Top-Down|4 Player Local|Twin Stick Shooter|4 giocatori divano|Lara Croft,
Dead Island,2011-09-06,3.48,1358,7124,Action|Shooter|RPG,Zombies|character|friends|island|police|room,
South Park: The Stick of Truth,2014-03-04,4.22,1706,7087,Adventure|RPG,Singleplayer|Steam Achievements|Full controller support|RPG|Story Rich|Open World|2D|Fantasy|Funny|Comedy|Zombies|role-playing|Nudity|Turn-Based|Short|Mature|Turn-Based Strategy|JRPG|Dark Humor|Cartoon|Satire,
Subnautica,2018-01-23,4.25,1463,7086,Adventure|Indie,Singleplayer|Multiplayer|Full controller support|Atmospheric|Open World|First-Person|Sci-fi|Horror|FPS|Exploration|Sandbox|Survival|Early Access|Crafting|Aliens|VR|online|Base Building|console|offline|Underwater|explore|Voxel|collect|alien|water|sea|food|sun|crash|health,
Fallout Shelter,2015-06-15,3.42,1523,7083,RPG|Simulation,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|Great Soundtrack|RPG|2D|Horror|Funny|Sandbox|Survival|Free to Play|stats|role-playing|In-App Purchases|Post-apocalyptic|Crafting|Building|Management|Base Building,
A Plague Tale: Innocence,2019-05-13,4.15,1515,7080,Action|Adventure,Singleplayer|Full controller support|Third Person|Horror|Female Protagonist|Violent|Stealth|Action-Adventure|Linear|plague,
FEZ,2012-04-13,4.0,1172,7028,Action|Adventure|Indie|Puzzle|Platformer,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|Great Soundtrack|2D|Exploration|Steam Leaderboards|Pixel Graphics|Controller|Retro|Cute|controller support|Mystery|3D|Metroidvania|overlay|Relaxing|Puzzle-Platformer|2.5D,
Half-Life: Blue Shift,2001-06-01,3.72,760,7023,Action|Shooter,Singleplayer|Atmospheric|Story Rich|First-Person|Sci-fi|FPS|Classic|Zombies|Short|Aliens|1990's|Silent Protagonist,
Half-Life: Opposing Force,1999-11-19,3.86,744,7005,Action|Shooter,Singleplayer|Multiplayer|Atmospheric|Great Soundtrack|Co-op|Story Rich|cooperative|First-Person|Sci-fi|FPS|Classic|Aliens|Military|Valve Anti-Cheat enabled|1990's|Silent Protagonist,
DiRT Rally,2015-12-07,3.69,672,7003,Simulation|Sports|Racing,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Co-op|Open World|cooperative|First-Person|Difficult|Steam Leaderboards|Free to Play|Steam Workshop|Family Friendly|Realistic|Fast-Paced|VR|Valve Anti-Cheat enabled|3D Vision|Driving|TrackIR|Offroad,
Castle Crashers,2008-08-27,3.89,1215,6999,Action|Indie,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|steam-trading-cards|Great Soundtrack|RPG|Co-op|cooperative|2D|Online Co-Op|Fantasy|Funny|Steam Leaderboards|Comedy|Online multiplayer|Split Screen|Local Co-Op|Action RPG|Controller|Local Multiplayer|Cross-Platform Multiplayer|Hack and Slash|Side Scroller|Beat 'em up,
Darkest Dungeon,2016-01-18,4.17,1350,6997,RPG|Strategy|Indie,Singleplayer|Steam Achievements|Steam Cloud|Atmospheric|steam-trading-cards|RPG|2D|Partial Controller Support|Horror|Fantasy|Difficult|Dark|role-playing|Turn-Based|controller support|Dark Fantasy|Roguelike|overlay|Roguelite|Dungeon Crawler|Kickstarter|Turn-Based Combat|Perma Death|Gothic|Lovecraftian|cloud saves,
Resident Evil 4 (2005),2005-01-11,4.4,1828,6993,Action|Shooter,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Third Person|Sci-fi|Horror|Gore|Difficult|Steam Leaderboards|Classic|Survival|Third-Person Shooter|Zombies|Survival Horror|Captions available|Replay Value|Remake|Quick-Time Events|Inventory Management|tank controls|first person shooter|survival-horror-game,
Assassin's Creed Unity,2014-11-11,3.63,1704,6988,Action,Singleplayer|Multiplayer|Atmospheric|Great Soundtrack|RPG|Co-op|Story Rich|Open World|cooperative|Third Person|Partial Controller Support|Online Co-Op|Sandbox|Stealth|Action RPG|Tactical|Historical|Parkour|Assassin,
Dying Light: The Following - Enhanced Edition,2015-01-26,4.13,1101,6986,Action|RPG,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|RPG|Co-op|Open World|cooperative|First-Person|Horror|FPS|Gore|Sandbox|Survival|Stealth|Steam Workshop|Zombies|Includes level editor|Survival Horror|Crafting|Parkour|Valve Anti-Cheat enabled,
Star Wars: Knights of the Old Republic,2003-07-15,4.35,1463,6981,Action|RPG,Steam Cloud|Atmospheric|Great Soundtrack|RPG|Story Rich|Third Person|Sci-fi|Fantasy|Exploration|Classic|Female Protagonist|Space|role-playing|Moddable|Turn-Based|Choices Matter|Real-Time with Pause|Party-Based RPG|Star Wars|Single player only,
Call of Duty: Black Ops,2010-11-09,4.05,1851,6942,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Co-op|Story Rich|cooperative|First-Person|Partial Controller Support|Horror|FPS|Online Co-Op|Gore|Controller|Zombies|War|Military|Valve Anti-Cheat enabled|Linear|Cold War|first person shooter,
Don't Starve,2013-04-22,3.85,1127,6935,Indie,Singleplayer|Multiplayer|Full controller support|Steam Cloud|steam-trading-cards|Open World|2D|Horror|Exploration|Difficult|Sandbox|Survival|Steam Workshop|Moddable|Survival Horror|controller support|Replay Value|Crafting|Roguelike|Top-Down|Perma Death,
Halo: The Master Chief Collection,2014-11-11,4.25,1090,6926,Action|Adventure,Singleplayer|Multiplayer|Atmospheric|Great Soundtrack|Co-op|Story Rich|cooperative|First-Person|Sci-fi|Horror|FPS|Online Co-Op|Classic|Online multiplayer|Space|Aliens|Lore-Rich|Epic|Masterpiece|Beautiful,
Dragon Age: Origins,2009-11-03,4.39,1959,6888,RPG,Singleplayer|Atmospheric|RPG|Story Rich|Open World|Third Person|Fantasy|Female Protagonist|Tactical|Character Customization|Choices Matter|Dark Fantasy|Multiple Endings|Loot|Real-Time with Pause|Romance|Dragons|Party-Based RPG,
Chivalry: Medieval Warfare,2012-10-16,3.41,837,6882,Action|Indie,Steam Achievements|Multiplayer|Full controller support|Atmospheric|steam-trading-cards|Co-op|cooperative|First-Person|Third Person|FPS|Gore|Difficult|Violent|Steam Workshop|PvP|Includes level editor|Hack and Slash|Historical|Team-Based|Medieval|Competitive|Valve Anti-Cheat enabled|Class-Based|Swordplay,
The Binding of Isaac,2011-09-28,3.91,1181,6861,Action|RPG|Indie,Singleplayer|Steam Achievements|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|2D|Difficult|Survival|Dark|Replay Value|Roguelike|Top-Down|Roguelite|Dungeon Crawler|Procedural Generation|Bullet Hell|Perma Death|Arena Shooter,
Syberia,2002-01-09,3.93,790,6827,Adventure|Puzzle,Singleplayer|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|Third Person|Classic|Female Protagonist|Space|Point & Click|Mystery|Steampunk|puzzles|city|secrets|island|interactive|hell|factory|evolution|moon,
DmC: Devil May Cry,2013-01-15,4.02,1554,6819,Action|Adventure,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|Third Person|Fantasy|Gore|Steam Leaderboards|Comedy|Controller|Anime|Hack and Slash|Fast-Paced|Beat 'em up|Stylized|Demons|Epic|Character Action Game|Spectacle fighter|sword,
Quantum Break,2016-04-05,3.91,1334,6797,Action|Shooter,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|Great Soundtrack|Story Rich|Third Person|Sci-fi|Female Protagonist|Survival|Controller|Third-Person Shooter|Choices Matter|Cinematic|Walking Simulator|Episodic|Time Travel|Bullet Time|Time Manipulation,
Dead Space 2,2011-01-25,4.38,1392,6749,Action|Shooter,Singleplayer|Multiplayer|Atmospheric|Co-op|Story Rich|cooperative|Third Person|Sci-fi|Partial Controller Support|Horror|Gore|Survival|Third-Person Shooter|Space|Survival Horror|Futuristic|Aliens|3D Vision|Blood,
The Bureau: XCOM Declassified,2013-08-20,3.04,655,6715,Action|Shooter,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|RPG|Story Rich|Open World|cooperative|Third Person|Sci-fi|FPS|Tactical|Third-Person Shooter|Aliens|Cold War,
Sleeping Dogs: Definitive Edition,2014-10-08,4.15,1177,6702,Action|Adventure,Singleplayer|Multiplayer|Full controller support|Atmospheric|Great Soundtrack|Co-op|Story Rich|Open World|cooperative|Third Person|Gore|Sandbox|Third-Person Shooter|Mature|Parkour|Crime|Remake|Martial Arts,
Batman: Arkham City,2011-10-18,4.41,2155,6686,Action,Horror|Story|city|Soundtrack|Flight|prison|Skeletons,
Rayman Legends,2013-08-29,4.16,1560,6675,Platformer,Singleplayer|Atmospheric|Great Soundtrack|Co-op|cooperative|2D|Funny|Difficult|Comedy|Split Screen|Local Co-Op|Controller|Local Multiplayer|Family Friendly|Side Scroller|Fast-Paced|3D Vision|Music|4 Player Local|4 giocatori divano,
Devil May Cry 5,2019-03-08,4.25,1531,6668,Action,Singleplayer|Steam Achievements|Full controller support|Atmospheric|Great Soundtrack|Online Co-Op|Violent|Online multiplayer|Action-Adventure|Anime|Nudity|Hack and Slash|3rd-Person Perspective|Demons|Character Action Game|slasher,
Fallout 3,2008-10-28,4.08,1931,6663,Shooter|RPG,Singleplayer|Atmospheric|RPG|Story Rich|Open World|First-Person|Third Person|Sci-fi|Partial Controller Support|Horror|FPS|Exploration|Sandbox|Female Protagonist|Action RPG|Moddable|Character Customization|Post-apocalyptic,
Yakuza 0,2015-03-12,4.36,1129,6647,Action|RPG,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Story Rich|Open World|Third Person|Funny|Steam Leaderboards|Comedy|Violent|Online multiplayer|Local Multiplayer|Anime|Mature|Sexual Content|Beat 'em up|Crime|Drama|Dating Sim|Minigames,
Guacamelee! Super Turbo Championship Edition,2014-07-01,3.55,825,6625,Action|Indie|Platformer,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|steam-trading-cards|Great Soundtrack|Co-op|cooperative|2D|Funny|Steam Leaderboards|Comedy|Split Screen|Local Co-Op|Local Multiplayer|Steam Workshop|Colorful|Side Scroller|Memes|Beat 'em up|Metroidvania|4 Player Local,
Beyond: Two Souls,2013-10-07,3.8,1770,6619,Action|Adventure,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|Great Soundtrack|Co-op|Story Rich|cooperative|Third Person|Sci-fi|Horror|Female Protagonist|Violent|Split Screen|Choices Matter|Cinematic|Drama|Narration|Emotional|Quick-Time Events|Beautiful|Remote Play Together|Thriller|Shared/Split Screen Co-op|Dynamic Narration|Remote Play on Tablet|Remote Play on Phone,
Days Gone,2019-04-26,3.97,1380,6585,Action,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|RPG|Story Rich|Open World|Third Person|Horror|Gore|Exploration|Survival|Violent|Stealth|Action-Adventure|Third-Person Shooter|Zombies|role-playing|Survival Horror|exclusive|Post-apocalyptic|Crafting|Cinematic|3rd-Person Perspective|Blood|America|Постапокалипсис|motorbike|Open World Survival Craft,
Mafia III,2016-10-06,3.14,1366,6554,Action|Adventure,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|Open World|Third Person|FPS|Gore|Classic|Sandbox|Violent|Stealth|Third-Person Shooter|Nudity|Mature|Crime,
Wallpaper Engine,2016-10-10,4.04,257,6539,Casual,steam|Utilities|Software|android|Photo Editing|pc|tool|desktop|program|animated|aesthetic|customizable|wallpaper|background,
SUPERHOT,2016-02-24,4.19,1537,6538,Action|Shooter|Indie,Singleplayer|Steam Achievements|Multiplayer|Full controller support|steam-trading-cards|First-Person|Horror|FPS|Funny|Difficult|Tactical|Short|Cyberpunk|overlay|Kickstarter|Bullet Hell|Illuminati|Minimalist|cloud saves|Bullet Time|Time Manipulation|bullet-time|time-manipulation,
Torchlight II,2012-09-20,3.84,1071,6537,Action|RPG,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Atmospheric|steam-trading-cards|RPG|Co-op|cooperative|Online Co-Op|Fantasy|Action RPG|Steam Workshop|Cross-Platform Multiplayer|role-playing|Moddable|Hack and Slash|Character Customization|Replay Value|Isometric|overlay|Steampunk|Dungeon Crawler|Loot|Cartoon,
Battlefield 4,2013-10-29,3.95,1597,6535,Shooter,Singleplayer|Steam Achievements|Multiplayer|Full controller support|First-Person|FPS|Violent|PvP|Space|War|Military|Online PvP|Steam Trading Cards|city|Tanks|Modern|Classes|water|guns|rain|waves,
The Sims 4,2014-09-02,3.67,1147,6529,Strategy|Simulation|Casual,Singleplayer|Multiplayer|Atmospheric|Fantasy|Funny|Character Customization|Family Friendly|Cute|3D|Realistic|Building|Sexual Content|Steam Trading Cards|Relaxing|Cartoony|Romance|Beautiful|Immersive Sim|LGBTQ+|Remote Play on Tablet|build|Life Sim|reality-based|life|family-simulator,
What Remains of Edith Finch,2017-04-23,4.38,2023,6520,Adventure|Indie,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|First-Person|Horror|FPS|Exploration|Female Protagonist|Mystery|Short|Walking Simulator|Visual Novel,
Goat Simulator,2014-04-01,3.18,1193,6516,Action|Simulation|Casual|Indie,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|steam-trading-cards|Co-op|Open World|Third Person|Funny|Exploration|Steam Leaderboards|Sandbox|Comedy|Split Screen|Local Co-Op|Local Multiplayer|Steam Workshop|Includes level editor|Moddable|Family Friendly|Physics|Memes|MMORPG|Destruction,
Uncharted 3: Drake's Deception,2011-11-01,4.37,1940,6480,Action,Atmospheric|Third Person|cover-shooter,
Call of Duty: WWII,2017-11-03,3.55,1175,6462,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|steam-trading-cards|Co-op|Story Rich|cooperative|First-Person|Horror|FPS|Online Co-Op|Gore|Female Protagonist|Violent|Online multiplayer|Local Co-Op|Local Multiplayer|Zombies|War|In-App Purchases|Family Friendly|Historical|Sexual Content|Valve Anti-Cheat enabled|World War II|Illuminati|Heist,
Homefront,2011-03-15,2.96,814,6443,Shooter,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Atmospheric|cooperative|First-Person|Partial Controller Support|FPS|Short|Valve Anti-Cheat enabled,
Sniper Elite V2,2012-05-01,3.4,849,6441,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|steam-trading-cards|Co-op|cooperative|Third Person|Partial Controller Support|FPS|Online Co-Op|Gore|Steam Leaderboards|Stealth|Tactical|Third-Person Shooter|War|Historical|World War II|Bullet Time|Sniper|european,
Hotline Miami 2: Wrong Number,2015-03-09,4.28,1325,6427,Action|Shooter|Arcade|Indie,Singleplayer|Steam Achievements|Full controller support|Atmospheric|Great Soundtrack|2D|Gore|Difficult|Steam Leaderboards|Violent|Pixel Graphics|Retro|Steam Workshop|Includes level editor|controller support|Fast-Paced|Top-Down|overlay|Blood|1990's|Top-Down Shooter|1980s|Level Editor,
Ori and the Will of the Wisps,2020-03-10,4.42,1289,6417,Action|Adventure|Platformer,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|Great Soundtrack|Story Rich|Open World|Fantasy|Exploration|Difficult|Action-Adventure|Cute|Metroidvania|Puzzle-Platformer|Emotional|Masterpiece|Beautiful|Souls-like,
Resident Evil 2 (1998),1998-01-21,4.32,923,6408,Action,Singleplayer|Atmospheric|Great Soundtrack|Third Person|Horror|Female Protagonist|Zombies|Survival Horror|exclusive|fixed camera,
Grim Fandango Remastered,2015-01-26,4.0,903,6406,Adventure|Puzzle,Singleplayer|Full controller support|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|Open World|Third Person|Funny|Classic|Comedy|Retro|Point & Click|3D|Remake|1990's|Dark Humor|Commentary available|Cult Classic|Noir,
Resident Evil 6,2012-10-02,3.43,1270,6400,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Atmospheric|steam-trading-cards|Co-op|cooperative|Third Person|Partial Controller Support|Horror|Online Co-Op|Steam Leaderboards|Female Protagonist|Survival|Split Screen|Local Co-Op|Third-Person Shooter|Zombies|Survival Horror|Valve Anti-Cheat enabled|Quick-Time Events|Co-op Campaign,
The Witness,2016-01-25,4.0,1276,6381,Adventure|Indie|Puzzle,Singleplayer|Steam Achievements|Steam Cloud|Atmospheric|Great Soundtrack|Story Rich|Open World|First-Person|Partial Controller Support|Exploration|Difficult|Sandbox|Survival|Captions available|Mystery|Colorful|Building|Walking Simulator|overlay|Relaxing|Surreal|cloud saves|Nonlinear|Philisophical,
Broforce,2015-10-15,4.02,1315,6378,Action|Indie|Platformer,Singleplayer|Multiplayer|Full controller support|Co-op|cooperative|2D|Funny|Gore|Comedy|Split Screen|Local Co-Op|Pixel Graphics|Local Multiplayer|Retro|Includes level editor|controller support|Side Scroller|America,
FTL: Faster Than Light,2012-09-14,4.25,963,6377,Strategy|Simulation|Indie,Singleplayer|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|2D|Sci-fi|Difficult|Survival|Pixel Graphics|Space|Replay Value|Roguelike|Roguelite|Real-Time with Pause|Perma Death,
Dragon Age: Inquisition,2014-11-18,3.8,1554,6370,Action|RPG|Strategy,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Atmospheric|Great Soundtrack|RPG|Co-op|Story Rich|Open World|Third Person|Online Co-Op|Fantasy|Female Protagonist|Action RPG|Nudity|War|Character Customization|Choices Matter|combat|Sexual Content|Steam Trading Cards|battle|character|Dragons|CRPG|explore|race|Classes,
Euro Truck Simulator 2,2012-10-19,4.12,900,6357,Simulation|Indie,Singleplayer|Steam Achievements|Atmospheric|steam-trading-cards|RPG|Open World|First-Person|Partial Controller Support|Exploration|Sandbox|Steam Workshop|Includes level editor|Moddable|exclusive|Realistic|true exclusive|Management|Relaxing|Driving|Economy|TrackIR,
The Forest,2018-04-30,3.74,924,6345,Action|Adventure|Indie,Singleplayer|Multiplayer|Steam Cloud|Atmospheric|Co-op|Open World|First-Person|Horror|FPS|Gore|Exploration|Sandbox|Survival|Early Access|Zombies|Survival Horror|Realistic|Crafting|Building,
Call of Duty: Modern Warfare 3,2011-11-08,3.78,1632,6343,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Co-op|cooperative|First-Person|FPS|Online Co-Op|Survival|Controller|Zombies|War|Military|Valve Anti-Cheat enabled|Linear,
The Outer Worlds,2019-10-25,3.85,1480,6340,Action|Shooter|Adventure|RPG,Singleplayer|Full controller support|RPG|Story Rich|Open World|First-Person|Sci-fi|FPS|Action RPG|Space|role-playing|Choices Matter,
Kingdom: Classic,2015-09-21,3.39,578,6333,Strategy|Simulation|Indie,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|2D|Difficult|Female Protagonist|Survival|Pixel Graphics|Side Scroller|Roguelike|Medieval|Resource Management|Tower Defense|City Builder,
POSTAL 2,2003-04-13,3.91,1062,6308,Action|Shooter|Adventure|Indie,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|steam-trading-cards|Open World|First-Person|FPS|Funny|Gore|Classic|Sandbox|Comedy|Violent|Steam Workshop|Includes level editor|Moddable|Family Friendly|exclusive|Mature|true exclusive|Dark Humor|Satire,
